Backbone,Cation,Sample,smiles1,smiles2,smiles3,c1,c2,c3,additive_name_1,additive_name_2,additive_smiles1,additive_smiles2,additive_smiles3,additivec1,additivec2,additivec3,solvent,solvent_conc(M),stab_temp,RH(%),lw,Temp(C),EXP_IEC,prop,time(h),value,DOI
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,,OHCond(mS/cm),240,98.48,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,0.94,OHCond(mS/cm),0,98.64,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,0.93,OHCond(mS/cm),0,98.78,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,0.93,OHCond(mS/cm),0,98.8,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,0.94,OHCond(mS/cm),0,98.9,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),120,99.44,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,,OHCond(mS/cm),600,103.1,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),600,104.18,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,,OHCond(mS/cm),360,105.8,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),360,106.64,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,,OHCond(mS/cm),240,107,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),240,107.87,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,,OHCond(mS/cm),120,108.04,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,0.97,OHCond(mS/cm),0,108.8,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.94,OHCond(mS/cm),0,109,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.97,OHCond(mS/cm),0,109,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,0.93,OHCond(mS/cm),0,109,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,15,30,100,1,30,0.97,OHCond(mS/cm),0,109.27,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,NaOH,1,80,100,1,80,,OHCond(mS/cm),120,109.8,
PVM,TMA,N/A,C[N+](C)(C)Cc1ccc(C(C*)*)cc1.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,0.94,OHCond(mS/cm),0,158,
PVM,BIM,N/A,Cc1n(C(C)C)cc[n+]1Cc2ccc(C(C*)*)cc2.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,0.97,OHCond(mS/cm),0,158,
PVM,IIM,N/A,CCCCn2cc[n+](Cc1ccc(C(C*)*)cc1)c2C.[OH-],*CC*,*CC*,100,0,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,0.93,OHCond(mS/cm),0,158,
N/A,N/A,N/A,Cc%10ccc(c3c(*)cc(c1ccc(C[N+](C)(C)C)cc1)c(c2ccccc2)c3c9ccc(c7cc(c4ccccc4)c(c5ccc(C)cc5)c(c6ccc(*)cc6)c7c8ccc(C[N+](C)(C)C)cc8)cc9)cc%10.[OH-],*CC*,*CC*,65,35,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,50,0,25,,OHCond(mS/cm),0,159,
PPO,COC5H10-Im,iec = 1.16,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.16,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.16,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,47.7,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.16,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,14.95,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.16,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,EB(%),0,64.05,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.16,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,TS(MPa),0,24.95,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.16,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,24.04,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.3,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,33,67,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.3,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.3,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,33,67,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,54.75,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.3,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,33,67,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,18,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.3,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,33,67,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,EB(%),0,76.04,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.3,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,33,67,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,TS(MPa),0,16.8,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.3,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,33,67,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,27.02,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.53,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,38,62,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.53,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.53,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,38,62,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,75.7,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.53,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,38,62,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,25.06,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.53,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,38,62,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,EB(%),0,101,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.53,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,38,62,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,TS(MPa),0,11.8,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.53,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,38,62,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,34.05,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.83,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,97.85,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,32.04,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,EB(%),0,118.09,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,TS(MPa),0,5.86,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,42.06,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),0,42.06,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),12,35.3304,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),24,31.9656,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),48,21.8712,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),72,6.7296,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),96,4.6266,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,OHCond(mS/cm),120,3.3648,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,IEC,0,1.828902,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,IEC,24,1.456497,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,IEC,48,1.319613,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,IEC,72,1.179801,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,IEC,96,0.965142,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,COC5H10-Im,iec = 1.83,[*]C1=C(C(CCCCC[N+]2=C(C)N(C)C=C2)=O)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,44,56,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,60,100,1,20,,IEC,120,0.885354,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.14,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,19,81,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.14,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.14,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,19,81,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,43.72,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.14,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,19,81,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,14.16,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.14,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,19,81,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,EB(%),0,48.1,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.14,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,19,81,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,TS(MPa),0,21,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.14,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,19,81,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,12.98,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.36,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.36,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.36,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,54.11,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.36,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,18.01,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.36,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,EB(%),0,66.82,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.36,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,TS(MPa),0,18.17,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.36,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,24,76,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,15.97,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.52,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,27,73,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,IEC,0,1.52,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.52,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,27,73,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,WU(wt%),0,60.2,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.52,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,27,73,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,,Swelling(%),0,22.06,https://doi.org/10.1016/j.memsci.2016.07.012
PPO,CH2-Im,iec = 1.52,[*]C1=C(C[N+]2=C(C)N(C)C=C2)C(C)=C(O[*])C(C)=C1.[OH-],[*]C1=CC(C)=C(O[*])C(C)=C1,*CC*,27,73,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,20,,OHCond(mS/cm),0,18.09,https://doi.org/10.1016/j.memsci.2016.07.012
