Backbone,Cation,Sample,smiles1,smiles2,smiles3,c1,c2,c3,additive_name_1,additive_name_2,additive_smiles1,additive_smiles2,additive_smiles3,additivec1,additivec2,additivec3,solvent,solvent_conc(M),stab_temp,RH(%),lw,Temp(C),EXP_IEC,prop,time(h),value,DOI
PAES,Im,PAES-10-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,90,10,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,60,,WU(wt%),0,105.31,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-10-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,90,10,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,80,,WU(wt%),0,117.24,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-512.5-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,87.5,12.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,60,,WU(wt%),0,125.27,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-15-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,85,15,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,30,,WU(wt%),0,127.74,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-512.5-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,87.5,12.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,80,,WU(wt%),0,134.9,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-15-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,85,15,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,60,,WU(wt%),0,145.21,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-15-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,85,15,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,80,,WU(wt%),0,159.93,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-15-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,85,15,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,25,,YM(MPa),0,522,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-512.5-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,87.5,12.5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,25,,YM(MPa),0,746,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-10-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,90,10,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,25,,YM(MPa),0,1068,https://doi.org/10.1016/j.memsci.2016.04.054
PAES,Im,PAES-5-IMPPO,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=CC=C(C(C(F)(F)F)(C4=CC=C(O[*])C=C4)C(F)(F)F)C=C3)C=C2)=O)C=C1,[*]C1=CC=C(S(=O)(C2=CC=C(OC3=C(OC4=C(F)C(F)=C(OC5=C(C[N+]6=CN(C)C=C6)C=C(OC7=C(C)C=CC=C7C[N+]8=CN(C)C=C8)C=C5C[N+]9=CN(C)C=C9)C(F)=C4F)C=C([*])C=C3)C=C2)=O)C=C1,*CC*,95,5,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,N/A,N/A,100,1,25,,YM(MPa),0,1431,https://doi.org/10.1016/j.memsci.2016.04.054
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,88,12,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.37,EB(%),0,8.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.99,EB(%),0,9.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,81,19,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.66,EB(%),0,9.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.98,EB(%),0,27.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),260,12.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,64,36,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.47,OHCond(mS/cm),0,12.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,88,12,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.37,OHCond(mS/cm),0,14.2,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),200,16.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),155,16.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),108,18,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,67,33,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.62,OHCond(mS/cm),0,18.6,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),132,19.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),84,20.2,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),60,22,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),36,23.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,81,19,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.66,OHCond(mS/cm),0,23.3,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),10,24,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,73,27,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.88,OHCond(mS/cm),0,29.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.99,OHCond(mS/cm),0,32.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,2,OHCond(mS/cm),0,32.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,30,1.99,OHCond(mS/cm),0,33.8,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),170,35.8,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),72,36.3,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),312,36.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),384,36.6,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),240,37.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),48,38.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.99,OHCond(mS/cm),0,39.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,,OHCond(mS/cm),25,42.8,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.99,OHCond(mS/cm),0,46.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.98,OHCond(mS/cm),0,47,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,80,1.99,OHCond(mS/cm),0,54.6,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,1.98,OHCond(mS/cm),0,55.7,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.98,OHCond(mS/cm),0,67,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.98,OHCond(mS/cm),0,74.2,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.98,OHCond(mS/cm),0,85.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,88,12,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.37,Swelling(%),0,5.6,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,64,36,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.47,Swelling(%),0,9.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,81,19,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.66,Swelling(%),0,13.2,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,67,33,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.62,Swelling(%),0,15.5,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,73,27,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.88,Swelling(%),0,21.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.98,Swelling(%),0,21.9,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,40,1.98,Swelling(%),0,22.2,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.98,Swelling(%),0,22.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,80,1.98,Swelling(%),0,24.8,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.99,Swelling(%),0,30.3,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,KOH,1,N/A,100,1,60,1.98,Swelling(%),0,45,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,Comb,*C1=CC(C[N+](C)(C)C)=C(C(C)=C1)O*.[Br-],*C1=CC(C)=C(C(C)=C1)O*,*CC*,75,25,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.99,TS(MPa),0,8.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.98,TS(MPa),0,8.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,81,19,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.66,TS(MPa),0,15.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,88,12,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,0,25,1.37,TS(MPa),0,20.1,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,88,12,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,25,1.37,WU(wt%),0,10.4,https://doi.org/10.1016/j.memsci.2016.05.058
PPO,TMA,QAPPO,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)Cc1cc(*)cc(C)c1O*.[Br-],Cc1cc(*)cc(C)c1O*,*CC*,74,26,0,N/A,N/A,*CC*,*CC*,*CC*,0,0,0,N/A,0,N/A,100,1,60,1.98,WU(wt%),0,22.4,https://doi.org/10.1016/j.memsci.2016.05.058
